encoder,family,granularity,notebook,augmentation,target,seed,fold,split,rmse,mae,r2,band_f1_macro,band_qwk,band_confusion_matrix,screening_f1,screening_auc,screening_confusion_matrix,selected_model,selected_params,encoder_model,search,config_json,logged_at,notes
E7_ROBERTA_MENTAL_MLM_EP025,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.539334,3.622473,0.185953,0.220044,0.18797,"[[0, 10, 2, 0], [0, 13, 4, 0], [0, 8, 5, 0], [0, 3, 3, 0]]",0.451613,0.722323,"[[24, 5], [12, 7]]",RandomForest,{},models/mlm_robertaes_mental/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:08:41,
E1_BETO_MLM_EP025,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.911791,3.966603,0.200943,0.290216,0.335257,"[[0, 6, 3, 0], [0, 4, 7, 1], [0, 3, 11, 0], [0, 2, 8, 3]]",0.711864,0.710758,"[[10, 11], [6, 21]]",SVR,{},models/mlm_beto/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:11:58,
E1_BETO_MLM_EP025,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.63204,3.840417,0.152364,0.163399,0.115789,"[[0, 10, 2, 0], [0, 11, 6, 0], [0, 10, 3, 0], [0, 3, 3, 0]]",0.413793,0.644283,"[[25, 4], [13, 6]]",ExtraTrees,{},models/mlm_beto/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:13:04,
E1_BETO_MLM_EP010,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.837899,3.899567,0.224804,0.290398,0.369128,"[[1, 5, 3, 0], [0, 4, 7, 1], [0, 4, 9, 1], [0, 1, 10, 2]]",0.701754,0.693122,"[[11, 10], [7, 20]]",SVR,{},models/mlm_beto/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:16:41,
E1_BETO_MLM_EP010,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.395422,3.553971,0.236751,0.301863,0.331942,"[[2, 8, 2, 0], [0, 12, 5, 0], [0, 7, 6, 0], [0, 2, 4, 0]]",0.514286,0.731397,"[[22, 7], [10, 9]]",SVR,{},models/mlm_beto/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:17:51,
E1_BETO_MLM_MR_EP010,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.966307,3.970147,0.183107,0.343065,0.369128,"[[1, 5, 3, 0], [0, 4, 7, 1], [0, 3, 11, 0], [0, 2, 8, 3]]",0.701754,0.686067,"[[11, 10], [7, 20]]",SVR,{},models/mlm_beto_mentalriskes/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:18:59,
E1_BETO_MLM_MR_EP010,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.393407,3.517674,0.237451,0.321657,0.406417,"[[3, 7, 2, 0], [0, 11, 6, 0], [0, 7, 6, 0], [0, 1, 5, 0]]",0.529412,0.713249,"[[23, 6], [10, 9]]",SVR,{},models/mlm_beto_mentalriskes/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:20:05,
E7_ROBERTA_MENTAL_MLM_EP025,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.229506,4.303539,0.094227,0.179637,0.288372,"[[0, 8, 1, 0], [0, 3, 8, 1], [0, 5, 8, 1], [0, 3, 9, 1]]",0.653846,0.66843,"[[13, 8], [10, 17]]",AdaBoost,{},models/mlm_robertaes_mental/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:21:35,
E7_ROBERTA_MENTAL_MLM_EP025,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.539334,3.622473,0.185953,0.220044,0.18797,"[[0, 10, 2, 0], [0, 13, 4, 0], [0, 8, 5, 0], [0, 3, 3, 0]]",0.451613,0.722323,"[[24, 5], [12, 7]]",RandomForest,{},models/mlm_robertaes_mental/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:23:00,
E1_BETO_MLM_EP025,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.911791,3.966603,0.200943,0.290216,0.335257,"[[0, 6, 3, 0], [0, 4, 7, 1], [0, 3, 11, 0], [0, 2, 8, 3]]",0.711864,0.710758,"[[10, 11], [6, 21]]",SVR,{},models/mlm_beto/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:24:07,
E1_BETO_MLM_EP025,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.63204,3.840417,0.152364,0.163399,0.115789,"[[0, 10, 2, 0], [0, 11, 6, 0], [0, 10, 3, 0], [0, 3, 3, 0]]",0.413793,0.644283,"[[25, 4], [13, 6]]",ExtraTrees,{},models/mlm_beto/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:25:15,
E1_BETO_MLM_MR_EP025,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.007802,4.033184,0.169399,0.274918,0.323009,"[[0, 6, 2, 1], [0, 4, 7, 1], [0, 3, 10, 1], [0, 1, 9, 3]]",0.689655,0.680776,"[[10, 11], [7, 20]]",SVR,{},models/mlm_beto_mentalriskes/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:26:24,
E1_BETO_MLM_MR_EP025,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.472352,3.62867,0.2098,0.254801,0.285613,"[[1, 9, 2, 0], [0, 11, 6, 0], [0, 7, 6, 0], [0, 2, 4, 0]]",0.514286,0.716878,"[[22, 7], [10, 9]]",SVR,{},models/mlm_beto_mentalriskes/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:27:34,
E1_BETO_MLM_EP050,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.929781,4.025988,0.195079,0.260556,0.304545,"[[0, 6, 2, 1], [0, 4, 7, 1], [0, 2, 11, 1], [0, 1, 10, 2]]",0.724138,0.710758,"[[11, 10], [6, 21]]",SVR,{},models/mlm_beto/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:28:40,
E1_BETO_MLM_EP050,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.492335,3.666705,0.202723,0.274327,0.398747,"[[2, 9, 1, 0], [0, 11, 6, 0], [0, 8, 5, 0], [0, 1, 5, 0]]",0.529412,0.681488,"[[23, 6], [10, 9]]",AdaBoost,{},models/mlm_beto/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:29:33,
E1_BETO_MLM_MR_EP050,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.061637,4.13822,0.151445,0.240278,0.288078,"[[0, 6, 2, 1], [0, 3, 8, 1], [0, 2, 11, 1], [0, 1, 10, 2]]",0.754098,0.684303,"[[10, 11], [4, 23]]",SVR,{},models/mlm_beto_mentalriskes/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:30:11,
E1_BETO_MLM_MR_EP050,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.637029,3.784687,0.150537,0.244565,0.237545,"[[0, 10, 2, 0], [0, 11, 6, 0], [0, 5, 8, 0], [0, 3, 3, 0]]",0.545455,0.676951,"[[24, 5], [10, 9]]",ExtraTrees,{},models/mlm_beto_mentalriskes/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:30:49,
E1_BETO_MLM_EP100,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.984556,4.088702,0.177093,0.289384,0.286245,"[[0, 6, 2, 1], [0, 3, 7, 2], [0, 2, 11, 1], [0, 2, 7, 4]]",0.754098,0.694885,"[[10, 11], [4, 23]]",SVR,{},models/mlm_beto/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:31:27,
E1_BETO_MLM_EP100,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.789639,3.986504,0.093703,0.216492,0.196092,"[[1, 8, 3, 0], [0, 9, 8, 0], [0, 8, 5, 0], [0, 2, 4, 0]]",0.411765,0.578947,"[[21, 8], [12, 7]]",AdaBoost,{},models/mlm_beto/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:32:05,
E1_BETO_MLM_MR_EP100,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.008987,4.117886,0.169006,0.289813,0.282346,"[[0, 5, 3, 1], [0, 3, 8, 1], [0, 1, 13, 0], [0, 1, 9, 3]]",0.754098,0.687831,"[[10, 11], [4, 23]]",SVR,{},models/mlm_beto_mentalriskes/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:32:43,
E1_BETO_MLM_MR_EP100,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.652507,3.829429,0.144857,0.202446,0.237545,"[[0, 10, 2, 0], [0, 10, 7, 0], [0, 7, 6, 0], [0, 2, 4, 0]]",0.555556,0.685118,"[[22, 7], [9, 10]]",AdaBoost,{},models/mlm_beto_mentalriskes/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:33:20,
E7_ROBERTA_MENTAL_MLM_EP010,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.101165,4.183508,0.13814,0.231987,0.268449,"[[0, 7, 1, 1], [0, 3, 8, 1], [0, 4, 8, 2], [0, 3, 7, 3]]",0.654545,0.645503,"[[11, 10], [9, 18]]",SVR,{},models/mlm_robertaes_mental/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:34:10,
E7_ROBERTA_MENTAL_MLM_EP010,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.991752,4.026947,0.015602,0.339602,0.291077,"[[3, 5, 4, 0], [1, 10, 6, 0], [0, 4, 8, 1], [0, 3, 3, 0]]",0.457143,0.686025,"[[21, 8], [11, 8]]",LightGBM,{},models/mlm_robertaes_mental/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:34:59,
E7_ROBERTA_MENTAL_MLM_EP050,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.052302,4.214757,0.154572,0.189151,0.251404,"[[0, 5, 4, 0], [0, 3, 9, 0], [0, 5, 9, 0], [0, 1, 11, 1]]",0.690909,0.627866,"[[12, 9], [8, 19]]",ExtraTrees,{},models/mlm_robertaes_mental/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:35:48,
E7_ROBERTA_MENTAL_MLM_EP050,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.690392,3.74646,0.130873,0.326044,0.309958,"[[1, 10, 1, 0], [0, 12, 5, 0], [0, 8, 5, 0], [0, 3, 2, 1]]",0.4,0.693285,"[[24, 5], [13, 6]]",GradientBoosting,{},models/mlm_robertaes_mental/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:36:38,
E7_ROBERTA_MENTAL_MLM_EP100,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.001198,4.131563,0.171589,0.229659,0.341235,"[[0, 6, 3, 0], [0, 4, 8, 0], [0, 3, 11, 0], [0, 1, 11, 1]]",0.666667,0.659612,"[[12, 9], [9, 18]]",ExtraTrees,{},models/mlm_robertaes_mental/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:37:29,
E7_ROBERTA_MENTAL_MLM_EP100,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.660451,3.599969,0.141934,0.450055,0.372263,"[[5, 5, 2, 0], [1, 10, 6, 0], [0, 6, 7, 0], [0, 4, 1, 1]]",0.545455,0.709619,"[[24, 5], [10, 9]]",LightGBM,{},models/mlm_robertaes_mental/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:38:18,
