encoder,family,granularity,notebook,augmentation,target,seed,fold,split,rmse,mae,r2,band_f1_macro,band_qwk,band_confusion_matrix,screening_f1,screening_auc,screening_confusion_matrix,selected_model,selected_params,encoder_model,search,config_json,logged_at,notes
E3_TSDAE_MR_EP30,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.423552,3.561261,0.226951,0.295443,0.320442,"[[2, 9, 1, 0], [0, 10, 7, 0], [0, 6, 7, 0], [0, 3, 3, 0]]",0.457143,0.701452,"[[21, 8], [11, 8]]",AdaBoost,{},models/tsdae_e5_small_v2_mentalriskes/ep30,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T04:19:50,
E1_BETO_MLM_EP010,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.837899,3.899567,0.224804,0.290398,0.369128,"[[1, 5, 3, 0], [0, 4, 7, 1], [0, 4, 9, 1], [0, 1, 10, 2]]",0.701754,0.693122,"[[11, 10], [7, 20]]",SVR,{},models/mlm_beto/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:21:39,
E1_BETO_MLM_EP010,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.395422,3.553971,0.236751,0.301863,0.331942,"[[2, 8, 2, 0], [0, 12, 5, 0], [0, 7, 6, 0], [0, 2, 4, 0]]",0.514286,0.731397,"[[22, 7], [10, 9]]",SVR,{},models/mlm_beto/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:22:17,
E1_BETO_MLM_MR_EP010,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.966307,3.970147,0.183107,0.343065,0.369128,"[[1, 5, 3, 0], [0, 4, 7, 1], [0, 3, 11, 0], [0, 2, 8, 3]]",0.701754,0.686067,"[[11, 10], [7, 20]]",SVR,{},models/mlm_beto_mentalriskes/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:22:58,
E1_BETO_MLM_MR_EP010,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.393407,3.517674,0.237451,0.321657,0.406417,"[[3, 7, 2, 0], [0, 11, 6, 0], [0, 7, 6, 0], [0, 1, 5, 0]]",0.529412,0.713249,"[[23, 6], [10, 9]]",SVR,{},models/mlm_beto_mentalriskes/ep010,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:23:35,
E1_BETO_MLM_EP025,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.911791,3.966603,0.200943,0.290216,0.335257,"[[0, 6, 3, 0], [0, 4, 7, 1], [0, 3, 11, 0], [0, 2, 8, 3]]",0.711864,0.710758,"[[10, 11], [6, 21]]",SVR,{},models/mlm_beto/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:24:13,
E1_BETO_MLM_EP025,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.63204,3.840417,0.152364,0.163399,0.115789,"[[0, 10, 2, 0], [0, 11, 6, 0], [0, 10, 3, 0], [0, 3, 3, 0]]",0.413793,0.644283,"[[25, 4], [13, 6]]",ExtraTrees,{},models/mlm_beto/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:24:51,
E1_BETO_MLM_MR_EP025,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.007802,4.033184,0.169399,0.274918,0.323009,"[[0, 6, 2, 1], [0, 4, 7, 1], [0, 3, 10, 1], [0, 1, 9, 3]]",0.689655,0.680776,"[[10, 11], [7, 20]]",SVR,{},models/mlm_beto_mentalriskes/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:25:30,
E1_BETO_MLM_MR_EP025,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.472352,3.62867,0.2098,0.254801,0.285613,"[[1, 9, 2, 0], [0, 11, 6, 0], [0, 7, 6, 0], [0, 2, 4, 0]]",0.514286,0.716878,"[[22, 7], [10, 9]]",SVR,{},models/mlm_beto_mentalriskes/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:26:07,
E1_BETO_MLM_EP050,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.929781,4.025988,0.195079,0.260556,0.304545,"[[0, 6, 2, 1], [0, 4, 7, 1], [0, 2, 11, 1], [0, 1, 10, 2]]",0.724138,0.710758,"[[11, 10], [6, 21]]",SVR,{},models/mlm_beto/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:26:46,
E1_BETO_MLM_EP050,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.492335,3.666705,0.202723,0.274327,0.398747,"[[2, 9, 1, 0], [0, 11, 6, 0], [0, 8, 5, 0], [0, 1, 5, 0]]",0.529412,0.681488,"[[23, 6], [10, 9]]",AdaBoost,{},models/mlm_beto/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:27:24,
E1_BETO_MLM_MR_EP050,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.061637,4.13822,0.151445,0.240278,0.288078,"[[0, 6, 2, 1], [0, 3, 8, 1], [0, 2, 11, 1], [0, 1, 10, 2]]",0.754098,0.684303,"[[10, 11], [4, 23]]",SVR,{},models/mlm_beto_mentalriskes/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:28:02,
E1_BETO_MLM_MR_EP050,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.637029,3.784687,0.150537,0.244565,0.237545,"[[0, 10, 2, 0], [0, 11, 6, 0], [0, 5, 8, 0], [0, 3, 3, 0]]",0.545455,0.676951,"[[24, 5], [10, 9]]",ExtraTrees,{},models/mlm_beto_mentalriskes/ep050,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:28:40,
E1_BETO_MLM_EP100,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,4.984556,4.088702,0.177093,0.289384,0.286245,"[[0, 6, 2, 1], [0, 3, 7, 2], [0, 2, 11, 1], [0, 2, 7, 4]]",0.754098,0.694885,"[[10, 11], [4, 23]]",SVR,{},models/mlm_beto/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:29:18,
E1_BETO_MLM_EP100,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.789639,3.986504,0.093703,0.216492,0.196092,"[[1, 8, 3, 0], [0, 9, 8, 0], [0, 8, 5, 0], [0, 2, 4, 0]]",0.411765,0.578947,"[[21, 8], [12, 7]]",AdaBoost,{},models/mlm_beto/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:29:56,
E1_BETO_MLM_MR_EP100,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.008987,4.117886,0.169006,0.289813,0.282346,"[[0, 5, 3, 1], [0, 3, 8, 1], [0, 1, 13, 0], [0, 1, 9, 3]]",0.754098,0.687831,"[[10, 11], [4, 23]]",SVR,{},models/mlm_beto_mentalriskes/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:30:34,
E1_BETO_MLM_MR_EP100,frozen,participant,3,no_augmentation,GAD7,42,test,confirmatory,4.652507,3.829429,0.144857,0.202446,0.237545,"[[0, 10, 2, 0], [0, 10, 7, 0], [0, 7, 6, 0], [0, 2, 4, 0]]",0.555556,0.685118,"[[22, 7], [9, 10]]",AdaBoost,{},models/mlm_beto_mentalriskes/ep100,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T12:31:11,
E0_TFIDF,frozen,participant,1,no_augmentation,PHQ9,42,test,confirmatory,5.452278,4.41224,0.015414,0.197129,0.206874,"[[0, 3, 6, 0], [0, 3, 9, 0], [0, 1, 13, 0], [0, 0, 13, 0]]",0.645161,0.52381,"[[6, 15], [7, 20]]",RandomForest,{},tfidf,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T13:58:46,
E0_TFIDF,frozen,participant,1,no_augmentation,GAD7,42,test,confirmatory,4.916075,4.046659,0.045223,0.12987,0.058824,"[[0, 11, 1, 0], [0, 12, 5, 0], [0, 12, 1, 0], [0, 4, 2, 0]]",0.0,0.556261,"[[26, 3], [19, 0]]",RandomForest,{},tfidf,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T13:59:10,
E1_BETO,frozen,participant,1,no_augmentation,PHQ9,42,test,confirmatory,4.912919,3.96796,0.200576,0.332256,0.294118,"[[1, 5, 3, 0], [0, 5, 5, 2], [0, 3, 11, 0], [0, 3, 8, 2]]",0.736842,0.700176,"[[12, 9], [6, 21]]",SVR,{},dccuchile/bert-base-spanish-wwm-cased,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:00:17,
E1_BETO,frozen,participant,1,no_augmentation,GAD7,42,test,confirmatory,4.45608,3.645794,0.21554,0.238816,0.365714,"[[1, 10, 1, 0], [0, 11, 6, 0], [0, 8, 5, 0], [0, 1, 5, 0]]",0.484848,0.718693,"[[23, 6], [11, 8]]",SVR,{},dccuchile/bert-base-spanish-wwm-cased,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:01:28,
E2_E5SMALL,frozen,participant,1,no_augmentation,PHQ9,42,test,confirmatory,4.829946,3.912166,0.227351,0.25049,0.329532,"[[0, 8, 0, 1], [0, 4, 7, 1], [0, 4, 10, 0], [0, 2, 9, 2]]",0.714286,0.686067,"[[12, 9], [7, 20]]",AdaBoost,{},intfloat/multilingual-e5-small,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:02:06,
E2_E5SMALL,frozen,participant,1,no_augmentation,GAD7,42,test,confirmatory,4.562767,3.755972,0.177527,0.163399,0.22406,"[[0, 11, 1, 0], [0, 11, 6, 0], [0, 10, 3, 0], [0, 2, 4, 0]]",0.181818,0.680581,"[[28, 1], [17, 2]]",RandomForest,{},intfloat/multilingual-e5-small,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:02:27,
E2_E5BASE,frozen,participant,1,no_augmentation,PHQ9,42,test,confirmatory,4.871437,4.044614,0.214019,0.32416,0.320755,"[[1, 6, 1, 1], [0, 4, 7, 1], [0, 3, 8, 3], [0, 4, 5, 4]]",0.701754,0.733686,"[[11, 10], [7, 20]]",AdaBoost,{},intfloat/multilingual-e5-base,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:03:24,
E2_E5BASE,frozen,participant,1,no_augmentation,GAD7,42,test,confirmatory,4.28932,3.367286,0.273155,0.305804,0.342015,"[[2, 8, 2, 0], [0, 11, 6, 0], [0, 6, 7, 0], [0, 2, 4, 0]]",0.470588,0.733212,"[[22, 7], [11, 8]]",SVR,{},intfloat/multilingual-e5-base,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:04:33,
E2_E5LARGE,frozen,participant,1,no_augmentation,PHQ9,42,test,confirmatory,4.703475,3.790801,0.267284,0.347045,0.45394,"[[2, 5, 1, 1], [0, 4, 8, 0], [0, 4, 10, 0], [0, 0, 11, 2]]",0.766667,0.714286,"[[11, 10], [4, 23]]",SVR,{},intfloat/multilingual-e5-large,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:06:01,
E2_E5LARGE,frozen,participant,1,no_augmentation,GAD7,42,test,confirmatory,4.187092,3.274911,0.307388,0.320548,0.461224,"[[2, 9, 1, 0], [0, 11, 6, 0], [0, 5, 8, 0], [0, 1, 5, 0]]",0.514286,0.751361,"[[22, 7], [10, 9]]",SVR,{},intfloat/multilingual-e5-large,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:07:25,
E7_ROBERTA_MENTAL,frozen,participant,1,no_augmentation,PHQ9,42,test,confirmatory,4.987024,4.069634,0.176278,0.237936,0.338843,"[[0, 8, 0, 1], [0, 2, 9, 1], [0, 3, 10, 1], [0, 2, 8, 3]]",0.701754,0.694885,"[[11, 10], [7, 20]]",SVR,{},ELiRF/RoBERTa-es-mental-large,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:08:22,
E7_ROBERTA_MENTAL,frozen,participant,1,no_augmentation,GAD7,42,test,confirmatory,4.362183,3.412938,0.248251,0.365396,0.353535,"[[3, 7, 2, 0], [0, 12, 5, 0], [0, 5, 8, 0], [0, 3, 3, 0]]",0.516129,0.77314,"[[25, 4], [11, 8]]",SVR,{},ELiRF/RoBERTa-es-mental-large,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-17T14:09:11,
E7_ROBERTA_MENTAL_MLM_EP025,frozen,participant,3,no_augmentation,PHQ9,42,test,confirmatory,5.229506,4.303539,0.094227,0.179637,0.288372,"[[0, 8, 1, 0], [0, 3, 8, 1], [0, 5, 8, 1], [0, 3, 9, 1]]",0.653846,0.66843,"[[13, 8], [10, 17]]",AdaBoost,{},models/mlm_robertaes_mental/ep025,defaults,"{""augmentation"": ""no_augmentation"", ""beto_model"": ""dccuchile/bert-base-spanish-wwm-cased"", ""chunk_stride"": 256, ""max_tokens"": 512, ""mental_es_model"": ""ELiRF/RoBERTa-es-mental-large"", ""n_cv_splits"": 5, ""n_search_iter"": 0, ""seeds"": [42], ""sentence_transformer_model"": ""intfloat/multilingual-e5-small"", ""tfidf_lemmatize"": true, ""tfidf_max_df"": 0.9, ""tfidf_max_features"": 300, ""tfidf_min_df"": 3, ""tfidf_ngram_range"": [1, 2], ""tfidf_normalize_numbers"": true}",2026-09-18T03:07:19,
